id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,Dirección Normalizada,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2017-0047,1,2017-04-23,6,avenida,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,moto,auto,conductor,masculino,37,fatal
2017-0049,1,2017-04-27,18,avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,peaton,pasajeros,peaton,masculino,22,fatal
2017-0050,2,2017-04-28,11,autopista,,9,-58.4818003,-34.64700534,moto,cargas,conductor,masculino,46,fatal
2017-0050,2,2017-04-28,11,autopista,,9,-58.4818003,-34.64700534,moto,cargas,pasajero_acompañante,masculino,16,fatal
2017-0051,1,2017-05-01,3,autopista,,7,-58.47944776,-34.67812101,auto,auto,conductor,masculino,33,fatal
2017-0052,1,2017-05-05,3,gral paz,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,peaton,cargas,peaton,femenino,47,fatal
2017-0053,1,2017-05-05,20,calle,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,moto,cargas,conductor,masculino,28,fatal
2017-0054,1,2017-05-07,21,avenida,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,moto,auto,pasajero_acompañante,femenino,20,fatal
2017-0055,1,2017-05-09,8,avenida,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,auto,auto,conductor,masculino,32,fatal
2017-0058,1,2017-05-09,23,avenida,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,peaton,moto,peaton,masculino,80,fatal
2017-0059,1,2017-05-11,9,calle,BRASIL y LIMA,1,-58.38223382,-34.62693865,peaton,pasajeros,peaton,femenino,39,fatal
2017-0060,1,2017-05-13,7,avenida,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,moto,objeto fijo,pasajero_acompañante,masculino,30,fatal
2017-0061,1,2017-05-15,13,avenida,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,peaton,moto,peaton,masculino,47,fatal
2017-0062,1,2017-05-15,16,avenida,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,moto,cargas,conductor,masculino,35,fatal
2017-0063,1,2017-05-17,10,avenida,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,peaton,pasajeros,peaton,femenino,79,fatal
2017-0064,1,2017-05-20,5,calle,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,cargas,auto,pasajero_acompañante,masculino,61,fatal
2017-0065,1,2017-05-22,16,avenida,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,bicicleta,cargas,ciclista,masculino,21,fatal
2017-0066,1,2017-05-22,18,avenida,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,peaton,pasajeros,peaton,masculino,10,fatal
2017-0067,1,2017-05-23,2,avenida,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.43381970,-34.62801894,moto,cargas,conductor,masculino,21,fatal
2017-0068,1,2017-05-27,19,avenida,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,moto,objeto fijo,conductor,masculino,32,fatal
2017-0069,1,2017-05-24,14,gral paz,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,moto,,conductor,masculino,39,fatal
2017-0070,1,2017-05-30,13,calle,NUEVA YORK 3696,11,-58.50791763,-34.59804273,peaton,auto,peaton,masculino,80,fatal
2017-0072,1,2017-06-03,23,avenida,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,auto,auto,conductor,masculino,25,fatal
2017-0073,1,2017-06-04,9,avenida,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,moto,auto,conductor,masculino,19,fatal
2017-0074,1,2017-06-04,12,calle,CASCO 133,9,-58.52567073,-34.63787791,,,,masculino,70,fatal
2017-0075,1,2017-06-12,22,avenida,DE MAYO AV. y 9 DE JULIO AV.,1,-58.38154200,-34.60906385,peaton,moto,peaton,masculino,55,fatal
2017-0076,1,2017-06-13,14,avenida,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,peaton,cargas,peaton,femenino,30,fatal
2017-0077,1,2017-06-17,23,calle,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,moto,cargas,conductor,femenino,60,fatal
2017-0079,1,2017-06-19,16,calle,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,moto,cargas,conductor,masculino,33,fatal
2017-0080,1,2017-06-22,10,avenida,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,peaton,cargas,peaton,femenino,95,fatal
2017-0082,1,2017-06-25,22,avenida,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,peaton,auto,peaton,masculino,36,fatal
2017-0083,1,2017-07-04,0,avenida,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,moto,cargas,conductor,masculino,37,fatal
2017-0084,1,2017-07-05,12,avenida,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,peaton,pasajeros,peaton,femenino,73,fatal
2017-0085,1,2017-07-07,14,avenida,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,peaton,pasajeros,peaton,masculino,84,fatal
2017-0086,1,2017-07-09,7,avenida,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,peaton,moto,peaton,femenino,30,fatal
2017-0087,1,2017-07-10,10,calle,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,peaton,auto,peaton,femenino,73,fatal
2017-0088,1,2017-07-10,22,avenida,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,peaton,pasajeros,peaton,masculino,43,fatal
2017-0089,1,2017-07-13,12,calle,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,,auto,,masculino,23,fatal
2017-0090,1,2017-07-15,5,gral paz,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,peaton,auto,peaton,masculino,22,fatal
2017-0091,1,2017-07-15,13,gral paz,"SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,moto,,conductor,masculino,58,fatal
2017-0092,1,2017-07-24,22,autopista,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,peaton,auto,peaton,masculino,66,fatal
2017-0093,1,2017-07-25,16,autopista,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,peaton,auto,peaton,masculino,,fatal
2017-0094,1,2017-07-27,8,calle,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,bicicleta,cargas,ciclista,femenino,56,fatal
2017-0095,1,2017-08-06,8,avenida,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,moto,auto,conductor,masculino,36,fatal
2017-0096,1,2017-08-07,19,avenida,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,peaton,pasajeros,peaton,masculino,87,fatal
2017-0098,1,2017-08-08,12,calle,"BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,peaton,auto,peaton,femenino,61,fatal
2017-0099,1,2017-08-17,19,avenida,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,bicicleta,auto,ciclista,masculino,28,fatal
2017-0100,1,2017-08-21,7,calle,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.39674470,-34.61512051,moto,objeto fijo,pasajero_acompañante,femenino,16,fatal
2017-0101,1,2017-08-23,10,avenida,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,peaton,multiple,peaton,femenino,61,fatal
2017-0102,1,2017-08-24,1,avenida,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.65107080,peaton,cargas,peaton,masculino,46,fatal
2017-0104,1,2017-08-25,9,avenida,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,peaton,cargas,peaton,femenino,18,fatal
2017-0106,1,2017-08-31,19,calle,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,peaton,pasajeros,peaton,femenino,85,fatal
2017-0107,1,2017-09-01,11,avenida,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,moto,cargas,conductor,masculino,41,fatal
2017-0108,2,2017-09-02,4,gral paz,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,17,fatal
2017-0108,2,2017-09-02,4,gral paz,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,10,fatal
2017-0109,1,2017-09-04,21,avenida,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,moto,auto,conductor,masculino,21,fatal
2017-0110,1,2017-09-06,14,avenida,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,56,fatal
2017-0111,1,2017-09-07,18,calle,USPALLATA y PIROVANO,4,-58.42023854,-34.64234110,peaton,cargas,peaton,femenino,79,fatal
2017-0112,2,2017-09-10,9,autopista,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,1,fatal
2017-0112,2,2017-09-10,9,autopista,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,,fatal
2017-0113,1,2017-09-11,6,avenida,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,peaton,pasajeros,peaton,femenino,76,fatal
2017-0114,1,2017-09-15,2,avenida,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,auto,objeto fijo,conductor,masculino,26,fatal
2017-0115,1,2017-09-19,18,avenida,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,moto,bicicleta,conductor,masculino,34,fatal
2017-0116,1,2017-09-20,22,gral paz,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,moto,objeto fijo,conductor,masculino,22,fatal
2017-0118,1,2017-09-22,7,avenida,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,moto,auto,pasajero_acompañante,femenino,26,fatal
2017-0120,1,2017-10-02,15,autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,moto,cargas,conductor,masculino,20,fatal
2017-0123,1,2017-10-10,1,avenida,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,peaton,auto,peaton,femenino,36,fatal
2017-0124,1,2017-10-12,14,calle,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,moto,pasajeros,conductor,masculino,51,fatal
2017-0125,1,2017-10-13,6,avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,masculino,29,fatal
2017-0126,2,2017-10-14,6,avenida,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompañante,masculino,39,fatal
2017-0126,2,2017-10-14,6,avenida,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,masculino,36,fatal
2017-0127,1,2017-10-16,7,avenida,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompañante,masculino,24,fatal
2017-0128,1,2017-10-17,12,calle,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,peaton,pasajeros,peaton,femenino,60,fatal
2017-0129,1,2017-10-26,19,autopista,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,moto,pasajeros,conductor,masculino,57,fatal
2017-0130,1,2017-10-27,5,avenida,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,auto,cargas,conductor,masculino,23,fatal
2017-0132,1,2017-10-30,14,avenida,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,moto,pasajeros,conductor,masculino,23,fatal
2017-0134,1,2017-11-06,18,avenida,"ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,peaton,pasajeros,peaton,femenino,47,fatal
2017-0135,1,2017-11-07,12,avenida,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,moto,cargas,conductor,masculino,24,fatal
2017-0136,1,2017-11-16,8,avenida,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,peaton,pasajeros,peaton,masculino,55,fatal
2017-0137,1,2017-11-17,11,avenida,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,peaton,cargas,peaton,femenino,60,fatal
2017-0138,1,2017-11-19,10,avenida,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompañante,masculino,25,fatal
2017-0139,1,2017-11-19,22,avenida,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompañante,femenino,15,fatal
2017-0140,1,2017-11-19,23,autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.38078135,-34.6223647,moto,pasajeros,conductor,masculino,24,fatal
2017-0141,1,2017-11-23,19,avenida,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,peaton,pasajeros,peaton,femenino,22,fatal
2017-0143,1,2017-11-25,21,calle,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,auto,pasajeros,conductor,masculino,50,fatal
2017-0144,1,2017-11-26,6,gral paz,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompañante,femenino,50,fatal
2017-0145,1,2017-11-26,17,calle,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,moto,auto,conductor,masculino,58,fatal
2017-0147,1,2017-11-28,11,gral paz,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,moto,auto,conductor,masculino,49,fatal
2017-0148,1,2017-11-29,10,avenida,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,peaton,pasajeros,peaton,femenino,82,fatal
2017-0149,1,2017-11-30,12,avenida,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,peaton,pasajeros,peaton,masculino,13,fatal
2017-0150,1,2017-12-04,1,avenida,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,peaton,auto,peaton,masculino,56,fatal
2017-0151,1,2017-12-04,2,calle,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,peaton,pasajeros,peaton,masculino,,fatal
2017-0152,1,2017-12-06,17,calle,CACHI y TRAFUL,4,-58.41146277,-34.65073916,bicicleta,pasajeros,ciclista,masculino,19,fatal
2017-0153,2,2017-12-11,2,avenida,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,moto,pasajeros,pasajero_acompañante,masculino,,fatal
2017-0153,2,2017-12-11,2,avenida,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,moto,pasajeros,conductor,masculino,30,fatal
2017-0154,1,2017-12-11,9,avenida,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,peaton,pasajeros,peaton,masculino,76,fatal
2017-0155,1,2017-12-12,21,avenida,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,,moto,,masculino,77,fatal
2017-0157,1,2017-12-17,9,gral paz,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,auto,pasajeros,conductor,masculino,53,fatal
2017-0158,1,2017-12-18,21,gral paz,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,moto,auto,conductor,masculino,32,fatal
2017-0159,1,2017-12-20,4,avenida,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,moto,auto,conductor,masculino,27,fatal
2017-0160,1,2017-12-22,13,avenida,NAZCA AV. 365,7,-58.47074114,-34.62771756,peaton,moto,peaton,femenino,30,fatal
2017-0161,1,2017-12-26,15,avenida,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,peaton,auto,peaton,femenino,30,fatal
2018-0001,1,2018-01-01,22,avenida,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,peaton,moto,peaton,masculino,83,fatal
2018-0002,1,2018-01-03,16,calle,PERU 937,1,-58.37456088,-34.61895467,bicicleta,pasajeros,ciclista,femenino,26,fatal
2018-0003,1,2018-01-05,10,avenida,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,peaton,multiple,peaton,femenino,58,fatal
2018-0004,1,2018-01-09,9,avenida,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,moto,multiple,conductor,masculino,39,fatal
2018-0005,1,2018-01-09,22,avenida,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,peaton,pasajeros,peaton,masculino,54,fatal
2018-0006,1,2018-01-10,21,calle,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,bicicleta,pasajeros,ciclista,femenino,45,fatal
2018-0007,1,2018-01-11,2,autopista,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,auto,auto,conductor,masculino,46,fatal
2018-0008,1,2018-01-12,17,avenida,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,moto,cargas,conductor,femenino,32,fatal
2018-0009,1,2018-01-14,2,avenida,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,moto,moto,conductor,masculino,19,fatal
2018-0010,1,2018-01-18,5,calle,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,moto,cargas,conductor,masculino,40,fatal
2018-0011,1,2018-01-19,10,avenida,"CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,peaton,pasajeros,peaton,masculino,84,fatal
2018-0012,1,2018-01-26,13,calle,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,moto,pasajeros,conductor,masculino,20,fatal
2018-0013,1,2018-01-28,8,avenida,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,moto,auto,conductor,masculino,44,fatal
2018-0014,1,2018-01-31,20,avenida,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,peaton,moto,peaton,masculino,,fatal
2018-0015,2,2018-02-06,1,avenida,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,conductor,masculino,28,fatal
2018-0015,2,2018-02-06,1,avenida,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,pasajero_acompañante,masculino,19,fatal
2018-0016,1,2018-02-15,10,avenida,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,moto,cargas,conductor,masculino,31,fatal
2018-0017,1,2018-02-17,4,avenida,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,peaton,auto,peaton,masculino,35,fatal
2018-0018,1,2018-02-17,7,calle,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,moto,cargas,conductor,masculino,26,fatal
2018-0019,1,2018-02-17,12,avenida,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,80,fatal
2018-0020,1,2018-02-19,22,autopista,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,moto,cargas,conductor,masculino,26,fatal
2018-0021,1,2018-02-22,10,avenida,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,peaton,pasajeros,peaton,femenino,62,fatal
2018-0022,1,2018-02-24,0,avenida,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,moto,cargas,conductor,masculino,28,fatal
2018-0023,1,2018-02-24,6,calle,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,moto,auto,conductor,masculino,28,fatal
2018-0024,1,2018-02-28,23,avenida,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,peaton,cargas,peaton,masculino,70,fatal
2018-0025,1,2018-03-04,22,avenida,AVELLANEDA AV. y BOYACA AV.,7,-58.45962210,-34.62245140,peaton,auto,peaton,masculino,70,fatal
2018-0026,2,2018-03-09,4,avenida,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,movil,cargas,conductor,masculino,24,fatal
2018-0026,2,2018-03-09,4,avenida,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,movil,cargas,pasajero_acompañante,masculino,30,fatal
2018-0027,1,2018-03-11,23,calle,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,peaton,moto,peaton,femenino,74,fatal
2018-0028,1,2018-03-13,15,avenida,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,peaton,cargas,peaton,masculino,71,fatal
2018-0029,1,2018-03-15,18,avenida,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,moto,auto,conductor,masculino,26,fatal
2018-0030,1,2018-03-20,1,avenida,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,moto,moto,conductor,masculino,24,fatal
2018-0031,1,2018-03-28,10,avenida,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.61779710,moto,cargas,conductor,masculino,31,fatal
2018-0032,1,2018-04-02,13,avenida,CABILDO AV. y AGUILAR,13,-58.44704343,-34.56888640,peaton,pasajeros,peaton,masculino,70,fatal
2018-0033,1,2018-04-07,7,avenida,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,moto,cargas,conductor,femenino,42,fatal
2018-0034,1,2018-04-11,18,avenida,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,peaton,pasajeros,peaton,masculino,24,fatal
2018-0035,1,2018-04-12,16,avenida,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,peaton,pasajeros,peaton,femenino,39,fatal
2018-0036,1,2018-04-13,23,avenida,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,moto,auto,conductor,masculino,37,fatal
2018-0037,1,2018-04-18,18,avenida,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.39872610,-34.59975962,peaton,cargas,peaton,masculino,84,fatal
2018-0038,2,2018-04-20,17,avenida,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,femenino,59,fatal
2018-0038,2,2018-04-20,17,avenida,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,masculino,61,fatal
2018-0039,1,2018-04-21,22,autopista,,14,-58.45757936,-34.53895793,peaton,auto,peaton,masculino,37,fatal
2018-0040,1,2018-04-27,11,calle,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.45686132,-34.57305993,peaton,cargas,peaton,femenino,,fatal
2018-0041,1,2018-04-27,13,avenida,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,peaton,pasajeros,peaton,femenino,78,fatal
2018-0042,1,2018-04-27,18,calle,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,moto,cargas,pasajero_acompañante,masculino,23,fatal
2018-0043,1,2018-04-28,6,avenida,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,moto,auto,conductor,masculino,25,fatal
2018-0044,1,2018-04-28,9,avenida,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,peaton,auto,peaton,femenino,50,fatal
2018-0045,1,2018-04-30,7,avenida,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.57916920,auto,cargas,conductor,masculino,60,fatal
2018-0046,1,2018-05-02,3,gral paz,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,peaton,auto,peaton,masculino,11,fatal
2018-0047,1,2018-05-08,19,avenida,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.59170240,peaton,pasajeros,peaton,masculino,82,fatal
2018-0048,1,2018-05-09,10,avenida,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,57,fatal
2018-0049,1,2018-05-11,19,calle,QUESADA 2300,13,-58.46213220,-34.55395823,peaton,auto,peaton,femenino,40,fatal
2018-0050,1,2018-05-14,18,avenida,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.56203610,peaton,pasajeros,peaton,femenino,47,fatal
2018-0051,1,2018-05-15,21,calle,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.35977160,-34.64341878,peaton,auto,peaton,femenino,57,fatal
2018-0052,1,2018-05-18,20,avenida,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,peaton,pasajeros,peaton,masculino,78,fatal
2018-0053,1,2018-05-20,2,calle,SAN LUIS y AGUERO,3,-58.41059280,-34.59939180,moto,auto,conductor,masculino,43,fatal
2018-0054,1,2018-05-22,11,calle,LUGONES 2430,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,femenino,86,fatal
2018-0055,1,2018-05-29,7,avenida,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,moto,auto,conductor,masculino,21,fatal
2018-0056,1,2018-06-02,13,avenida,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,peaton,pasajeros,peaton,femenino,69,fatal
2018-0057,1,2018-06-03,3,calle,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,moto,pasajeros,conductor,masculino,33,fatal
2018-0058,1,2018-06-03,6,avenida,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,moto,auto,conductor,masculino,26,fatal
2018-0059,1,2018-06-08,6,avenida,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,moto,otro,conductor,masculino,54,fatal
2018-0060,1,2018-06-08,12,avenida,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,51,fatal
2018-0061,1,2018-06-10,11,calle,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,moto,moto,conductor,masculino,51,fatal
2018-0062,1,2018-06-14,1,calle,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,peaton,cargas,peaton,masculino,32,fatal
2018-0063,1,2018-06-16,21,avenida,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,peaton,pasajeros,peaton,femenino,28,fatal
